synonym,canonical,taxid,confidence,note
Rhizopus,rhizopus,4842,medium,AI reviewed approve_genus_level: Eukaryotic genus-level host; acceptable but mark confidence medium unless value explicitly says sp.
Salix,salix,40685,medium,AI reviewed approve_genus_level: Eukaryotic genus-level host; acceptable but mark confidence medium unless value explicitly says sp.
Usnea,usnea,86620,medium,AI reviewed approve_genus_level: Eukaryotic genus-level host; acceptable but mark confidence medium unless value explicitly says sp.
Apis sp.,apis,7459,medium,AI reviewed approve_genus_level: Eukaryotic genus-level host; acceptable but mark confidence medium unless value explicitly says sp.
Microtus sp.,microtus,10053,medium,AI reviewed approve_genus_level: Eukaryotic genus-level host; acceptable but mark confidence medium unless value explicitly says sp.
Enterolobium,enterolobium,54877,medium,AI reviewed approve_genus_level: Eukaryotic genus-level host; acceptable but mark confidence medium unless value explicitly says sp.
Argyrolobium,argyrolobium,49794,medium,AI reviewed approve_genus_level: Eukaryotic genus-level host; acceptable but mark confidence medium unless value explicitly says sp.
Arachis,arachis,3817,medium,AI reviewed approve_genus_level: Eukaryotic genus-level host; acceptable but mark confidence medium unless value explicitly says sp.
Turbinaria sp. (in: brown algae),turbinaria sp.,2010983,high,AI reviewed approve_direct: Eukaryotic taxon at species/subspecies/variety level.
Gladiolus,gladiolus,49747,medium,AI reviewed approve_genus_level: Eukaryotic genus-level host; acceptable but mark confidence medium unless value explicitly says sp.
Cacopsylla melanoneura isolate AO3-2,cacopsylla melanoneura,428564,high,AI reviewed approve_direct: Eukaryotic taxon at species/subspecies/variety level.
Cacopsylla melanoneura isolate AO3-1,cacopsylla melanoneura,428564,high,AI reviewed approve_direct: Eukaryotic taxon at species/subspecies/variety level.
Cacopsylla pyricola isolate PC38,cacopsylla pyricola,191317,high,AI reviewed approve_direct: Eukaryotic taxon at species/subspecies/variety level.
Cacopsylla picta isolate AT1-55A,cacopsylla picta,1522058,high,AI reviewed approve_direct: Eukaryotic taxon at species/subspecies/variety level.
Cacopsylla picta isolate AT2-62B,cacopsylla picta,1522058,high,AI reviewed approve_direct: Eukaryotic taxon at species/subspecies/variety level.
Cacopsylla melanoneura isolate Cmel3_AO1,cacopsylla melanoneura,428564,high,AI reviewed approve_direct: Eukaryotic taxon at species/subspecies/variety level.
Lacusa sp.,lacusa,3446328,medium,AI reviewed approve_genus_level: Eukaryotic genus-level host; acceptable but mark confidence medium unless value explicitly says sp.
Libanissum sp.,libanissum,1897843,medium,AI reviewed approve_genus_level: Eukaryotic genus-level host; acceptable but mark confidence medium unless value explicitly says sp.
Indogaetulia sp.,indogaetulia,1308458,medium,AI reviewed approve_genus_level: Eukaryotic genus-level host; acceptable but mark confidence medium unless value explicitly says sp.
Idiosystatus sp.,idiosystatus,1585362,medium,AI reviewed approve_genus_level: Eukaryotic genus-level host; acceptable but mark confidence medium unless value explicitly says sp.
Ctena sp.,ctena,102298,medium,AI reviewed approve_genus_level: Eukaryotic genus-level host; acceptable but mark confidence medium unless value explicitly says sp.
Budgerigar,budgerigar,13146,high,AI reviewed approve_direct: Eukaryotic taxon at species/subspecies/variety level.
sanderling,sanderling,279936,high,AI reviewed approve_direct: Eukaryotic taxon at species/subspecies/variety level.
Curlew Sandpiper,curlew sandpiper,217133,high,AI reviewed approve_direct: Eukaryotic taxon at species/subspecies/variety level.
dandelion,dandelion,50225,high,AI reviewed approve_direct: Eukaryotic taxon at species/subspecies/variety level.
Cyclocephala,cyclocephala,465218,medium,AI reviewed approve_genus_level: Eukaryotic genus-level host; acceptable but mark confidence medium unless value explicitly says sp.
Seminavis robusta strain 85A,seminavis robusta,568900,high,AI reviewed approve_direct: Eukaryotic taxon at species/subspecies/variety level.
Prunus,prunus,3754,medium,AI reviewed approve_genus_level: Eukaryotic genus-level host; acceptable but mark confidence medium unless value explicitly says sp.
clivia,clivia,16048,medium,AI reviewed approve_genus_level: Eukaryotic genus-level host; acceptable but mark confidence medium unless value explicitly says sp.
muscari,muscari,16161,medium,AI reviewed approve_genus_level: Eukaryotic genus-level host; acceptable but mark confidence medium unless value explicitly says sp.
Radish,radish,3726,high,AI reviewed approve_direct: Eukaryotic taxon at species/subspecies/variety level.
speckled teal,speckled teal,75845,high,AI reviewed approve_direct: Eukaryotic taxon at species/subspecies/variety level.
Microtermes,microtermes,201585,medium,AI reviewed approve_genus_level: Eukaryotic genus-level host; acceptable but mark confidence medium unless value explicitly says sp.
Haliaeetus,haliaeetus,8968,medium,AI reviewed approve_genus_level: Eukaryotic genus-level host; acceptable but mark confidence medium unless value explicitly says sp.
Artibeus sp.,artibeus,9416,medium,AI reviewed approve_genus_level: Eukaryotic genus-level host; acceptable but mark confidence medium unless value explicitly says sp.
Habromys sp.,habromys,56318,medium,AI reviewed approve_genus_level: Eukaryotic genus-level host; acceptable but mark confidence medium unless value explicitly says sp.
Trichechus,trichechus,9776,medium,AI reviewed approve_genus_level: Eukaryotic genus-level host; acceptable but mark confidence medium unless value explicitly says sp.
caribou,caribou,9870,high,AI reviewed approve_direct: Eukaryotic taxon at species/subspecies/variety level.
Delphinus,delphinus,9727,medium,AI reviewed approve_genus_level: Eukaryotic genus-level host; acceptable but mark confidence medium unless value explicitly says sp.
Sooty Oystercatcher,sooty oystercatcher,2448686,high,AI reviewed approve_direct: Eukaryotic taxon at species/subspecies/variety level.
South American Coati (Nasua nasua),south american coati,9651,high,AI reviewed approve_direct: Eukaryotic taxon at species/subspecies/variety level.
chamois,chamois,34869,high,AI reviewed approve_direct: Eukaryotic taxon at species/subspecies/variety level.
Lynx,lynx,13124,medium,AI reviewed approve_genus_level: Eukaryotic genus-level host; acceptable but mark confidence medium unless value explicitly says sp.
Suaeda,suaeda,46108,medium,AI reviewed approve_genus_level: Eukaryotic genus-level host; acceptable but mark confidence medium unless value explicitly says sp.
Cynomys,cynomys,45478,medium,AI reviewed approve_genus_level: Eukaryotic genus-level host; acceptable but mark confidence medium unless value explicitly says sp.
Euplotes,euplotes,5935,medium,AI reviewed approve_genus_level: Eukaryotic genus-level host; acceptable but mark confidence medium unless value explicitly says sp.
Castor sp.,castor,10184,medium,AI reviewed approve_genus_level: Eukaryotic genus-level host; acceptable but mark confidence medium unless value explicitly says sp.
Himantormia,himantormia,235503,medium,AI reviewed approve_genus_level: Eukaryotic genus-level host; acceptable but mark confidence medium unless value explicitly says sp.
Salicornia,salicornia,46104,medium,AI reviewed approve_genus_level: Eukaryotic genus-level host; acceptable but mark confidence medium unless value explicitly says sp.
Psoroma,psoroma,176449,medium,AI reviewed approve_genus_level: Eukaryotic genus-level host; acceptable but mark confidence medium unless value explicitly says sp.
Olives,olives,4145,medium,AI reviewed approve_genus_level: Eukaryotic genus-level host; acceptable but mark confidence medium unless value explicitly says sp.
cuscuta,cuscuta,4128,medium,AI reviewed approve_genus_level: Eukaryotic genus-level host; acceptable but mark confidence medium unless value explicitly says sp.
sugar glider,sugar glider,34899,high,AI reviewed approve_direct: Eukaryotic taxon at species/subspecies/variety level.
fall armyworm,fall armyworm,7108,high,AI reviewed approve_direct: Eukaryotic taxon at species/subspecies/variety level.
Caragana,caragana,20483,medium,AI reviewed approve_genus_level: Eukaryotic genus-level host; acceptable but mark confidence medium unless value explicitly says sp.
Paulinella,paulinella,39716,medium,AI reviewed approve_genus_level: Eukaryotic genus-level host; acceptable but mark confidence medium unless value explicitly says sp.
Cicer sp.,cicer,3826,medium,AI reviewed approve_genus_level: Eukaryotic genus-level host; acceptable but mark confidence medium unless value explicitly says sp.
Ononis sp.,ononis,58889,medium,AI reviewed approve_genus_level: Eukaryotic genus-level host; acceptable but mark confidence medium unless value explicitly says sp.
mugwort,mugwort,4220,high,AI reviewed approve_direct: Eukaryotic taxon at species/subspecies/variety level.
pineapple,pineapple,4615,high,AI reviewed approve_direct: Eukaryotic taxon at species/subspecies/variety level.
Elaeagnus,elaeagnus,36776,medium,AI reviewed approve_genus_level: Eukaryotic genus-level host; acceptable but mark confidence medium unless value explicitly says sp.
Hyacinthus,hyacinthus,82024,medium,AI reviewed approve_genus_level: Eukaryotic genus-level host; acceptable but mark confidence medium unless value explicitly says sp.
Zantedeschia,zantedeschia,69720,medium,AI reviewed approve_genus_level: Eukaryotic genus-level host; acceptable but mark confidence medium unless value explicitly says sp.
oat,oat,50455,high,AI reviewed approve_direct: Eukaryotic taxon at species/subspecies/variety level.
Agriotes,agriotes,292457,medium,AI reviewed approve_genus_level: Eukaryotic genus-level host; acceptable but mark confidence medium unless value explicitly says sp.
Cyclops,cyclops,263416,medium,AI reviewed approve_genus_level: Eukaryotic genus-level host; acceptable but mark confidence medium unless value explicitly says sp.
Ulmus sp.,ulmus,24735,medium,AI reviewed approve_genus_level: Eukaryotic genus-level host; acceptable but mark confidence medium unless value explicitly says sp.
Broccoli,broccoli,36774,high,AI reviewed approve_direct: Eukaryotic taxon at species/subspecies/variety level.
Macropus,macropus,9312,medium,AI reviewed approve_genus_level: Eukaryotic genus-level host; acceptable but mark confidence medium unless value explicitly says sp.
Aglaonema,aglaonema,174181,medium,AI reviewed approve_genus_level: Eukaryotic genus-level host; acceptable but mark confidence medium unless value explicitly says sp.
Alexandrium,alexandrium,2924,medium,AI reviewed approve_genus_level: Eukaryotic genus-level host; acceptable but mark confidence medium unless value explicitly says sp.
Heliconia,heliconia,4653,medium,AI reviewed approve_genus_level: Eukaryotic genus-level host; acceptable but mark confidence medium unless value explicitly says sp.
Apodemus,apodemus,10128,medium,AI reviewed approve_genus_level: Eukaryotic genus-level host; acceptable but mark confidence medium unless value explicitly says sp.
Paracimex,paracimex,1551626,medium,AI reviewed approve_genus_level: Eukaryotic genus-level host; acceptable but mark confidence medium unless value explicitly says sp.
rape,rape,3708,high,AI reviewed approve_direct: Eukaryotic taxon at species/subspecies/variety level.
flamingo,flamingo,435638,high,AI reviewed approve_direct: Eukaryotic taxon at species/subspecies/variety level.
amoeba,amoeba,5774,medium,AI reviewed approve_genus_level: Eukaryotic genus-level host; acceptable but mark confidence medium unless value explicitly says sp.
Protopolybia sp.,protopolybia,91392,medium,AI reviewed approve_genus_level: Eukaryotic genus-level host; acceptable but mark confidence medium unless value explicitly says sp.
solitary wasp,solitary wasp,7437,high,AI reviewed approve_direct: Eukaryotic taxon at species/subspecies/variety level.
Red Turpentine Beetle,red turpentine beetle,77173,high,AI reviewed approve_direct: Eukaryotic taxon at species/subspecies/variety level.
montipora,montipora,46703,medium,AI reviewed approve_genus_level: Eukaryotic genus-level host; acceptable but mark confidence medium unless value explicitly says sp.
Aiptasia,aiptasia,12922,medium,AI reviewed approve_genus_level: Eukaryotic genus-level host; acceptable but mark confidence medium unless value explicitly says sp.
Metopus strain FRESH26,metopus,5964,medium,AI reviewed approve_genus_level: Eukaryotic genus-level host; acceptable but mark confidence medium unless value explicitly says sp.
gilthead seabream (fish),gilthead seabream,8175,high,AI reviewed approve_direct: Eukaryotic taxon at species/subspecies/variety level.
Litopenaeus sp.,litopenaeus,133894,medium,AI reviewed approve_genus_level: Eukaryotic genus-level host; acceptable but mark confidence medium unless value explicitly says sp.
Brugia malayi strain TRS,brugia malayi,6279,high,AI reviewed approve_direct: Eukaryotic taxon at species/subspecies/variety level.
Nasonia giraulti strain VA19008,nasonia giraulti,7426,high,AI reviewed approve_direct: Eukaryotic taxon at species/subspecies/variety level.
Dieffenbachia sp.,dieffenbachia,42195,medium,AI reviewed approve_genus_level: Eukaryotic genus-level host; acceptable but mark confidence medium unless value explicitly says sp.
Dieffenbachia,dieffenbachia,42195,medium,AI reviewed approve_genus_level: Eukaryotic genus-level host; acceptable but mark confidence medium unless value explicitly says sp.
