assembly_accession	biosample	organism	migrated_entries
GCA_033330005.1	SAMN33700756	Mannheimia haemolytica	2
GCA_033330045.1	SAMN33700754	Mannheimia haemolytica	2
GCA_033333075.1	SAMN33700600	Mannheimia haemolytica	2
GCA_033335595.1	SAMN33700476	Mannheimia haemolytica	2
GCA_033335875.1	SAMN33700461	Mannheimia haemolytica	2
GCA_034421155.1	SAMN13291836	Clostridium perfringens	2
GCA_034509325.1	SAMN13291842	Clostridium perfringens	2
GCA_034640705.1	SAMEA2168890	Streptococcus agalactiae	3
GCA_034890825.1	SAMN14436417	Streptococcus pyogenes	3
GCA_034895325.1	SAMN14440287	Streptococcus pyogenes	3
GCA_034899025.1	SAMN14440411	Streptococcus pyogenes	3
GCA_036327795.1	SAMN36728887	Rhodococcus artemisiae	3
GCA_000342505.1	SAMN02469869	Streptococcus parauberis KRS-02109	2
GCA_050981125.1	SAMN44590230	Bordetella pertussis	2
GCA_051217005.1	SAMN48881384	Ralstonia pseudosolanacearum	2
GCA_051895595.1	SAMN45100567	Yersinia enterocolitica	2
GCA_051986605.1	SAMN50249584	Aeromonas veronii	2
GCA_002583305.1	SAMN07597798	Bacillus cereus	3
GCA_002750515.1	SAMN07945873	Pseudomonas syringae pv. actinidiae	4
GCA_052258165.1	SAMN50623330	Psychrobacter sp. T6-3	2
GCA_052405765.1	SAMN50921923	Salmonella enterica	2
GCA_052432455.1	SAMN27610184	Enterobacter sp. SA24	3
GCA_052625675.1	SAMN43306662	Escherichia coli	3
GCA_052983535.1	SAMN52052142	Bacillus velezensis	2
GCA_053090245.1	SAMN43244573	Staphylococcus aureus	3
GCA_053818665.1	SAMN53421076	Clostridioides difficile	2
GCA_056050715.1	SAMN23709805	Haemophilus influenzae	2
GCA_056786195.1	SAMN57167851	Celeribacter baekdonensis	2
GCA_057037965.1	SAMN50509584	Candidatus Scatosoma sp.	1
GCA_057039065.1	SAMN50509555	Phocaeicola dorei	1
GCA_057045305.1	SAMN50509392	Alistipes finegoldii	1
GCA_900021135.1	SAMEA2674519	Neisseria meningitidis	3
GCA_901224435.1	SAMEA2203359	Streptococcus pneumoniae	3
GCA_901258905.1	SAMEA2658576	Streptococcus pneumoniae	3
GCA_901269225.1	SAMEA3176101	Streptococcus pneumoniae	3
GCA_913775015.1	SAMEA8943830	uncultured Agrobacterium sp.	1
GCA_935184445.1	SAMEA13759927	Streptomyces globisporus	2
GCA_930990265.1	SAMEA13009037	uncultured Merdibacter sp.	3
GCA_940746845.1	SAMEA14269247	uncultured Paraburkholderia sp.	2
GCA_943370505.1	SAMEA14447043	Erythrobacter sanguineus	1
GCA_013267495.1	SAMN11056486	Streptococcus salivarius	2
GCA_023844455.1	SAMN26764367	Salmonella enterica	3
GCA_030337465.1	SAMN31230864	Streptococcus agalactiae	2
GCA_030403385.1	SAMN32539679	Streptococcus suis	3
GCA_030846315.1	SAMN36953862	Pseudomonas aeruginosa	3
GCA_034058895.1	SAMN36496096	Streptococcus equi subsp. zooepidemicus	3
GCA_036984405.1	SAMD00513697	Escherichia coli	3
GCA_046567195.1	SAMN46052378	Helicobacter pylori	3
GCA_052509505.1	SAMN43306388	Escherichia coli	3
GCA_052509665.1	SAMN43306396	Escherichia coli	3
GCA_052509845.1	SAMN43306405	Escherichia coli	3
GCA_052510545.1	SAMN43306215	Escherichia coli	3
GCA_055697285.1	SAMN43881104	Escherichia coli	2
GCA_900022345.1	SAMEA2673798	Neisseria meningitidis	3
GCA_900024465.1	SAMEA2383333	Listeria monocytogenes	3
GCA_900024715.1	SAMEA2674658	Streptococcus pneumoniae	3
GCA_900027875.1	SAMEA2674050	Neisseria meningitidis	3
GCA_900028175.1	SAMEA2238594	Streptococcus pneumoniae	3
GCA_900031145.1	SAMEA2238899	Streptococcus pneumoniae	3
GCA_900033095.1	SAMEA2674058	Neisseria meningitidis	3
GCA_900017795.1	SAMEA2239183	Streptococcus pneumoniae	3
GCA_900692995.1	SAMEA3431351	Streptococcus pneumoniae	3
GCA_901288765.1	SAMEA3389366	Streptococcus pneumoniae	3
GCA_963561655.1	SAMEA4874746	Burkholderia pseudomallei	2
GCA_964412885.1	SAMEA117295603	uncultured Chitinophagaceae bacterium	2
GCA_002585935.1	SAMN07597811	Bacillus thuringiensis	3
GCA_023630865.1	SAMN26211619	Caballeronia sp. AAUFL_F1_KS45	3
GCA_023844635.1	SAMN26764358	Salmonella enterica	3
GCA_033977045.1	SAMN37367105	Lacticaseibacillus rhamnosus	2
GCA_044990415.1	SAMN44656861	Glaesserella parasuis	2
GCA_047909295.1	SAMN39500094	Escherichia coli	2
GCA_052514145.1	SAMN43307026	Escherichia coli	3
GCA_052515665.1	SAMN43306759	Escherichia coli	3
GCA_052559915.1	SAMN47846002	Haemophilus influenzae	2
GCA_053091715.1	SAMN43325408	Streptococcus pyogenes	3
GCA_001718915.1	SAMN03449611	Burkholderia vietnamiensis	3
GCA_016621795.1	SAMN15640980	Staphylococcus aureus	3
GCA_018907915.1	SAMEA5849386	Clostridioides difficile	2
GCA_026778285.1	SAMN31988454	Escherichia coli	3
GCA_046763165.1	SAMN46218899	Bifidobacterium longum	2
GCA_018908285.1	SAMEA5849312	Clostridioides difficile	2
GCA_900036655.1	SAMEA2238706	Streptococcus pneumoniae	3
GCA_011944565.1	SAMN11657424	Escherichia coli	2
GCA_012378115.1	SAMN11785362	Escherichia coli	2
GCA_020355405.1	SAMN07781683	Escherichia coli	2
GCA_026962575.1	SAMN06628700	Vibrio alginolyticus	2
GCA_028512675.1	SAMN30912462	Staphylococcus aureus	3
GCA_034907285.1	SAMN14437246	Streptococcus pyogenes	3
GCA_034907585.1	SAMN14437262	Streptococcus pyogenes	3
GCA_034907885.1	SAMN14436810	Streptococcus pyogenes	3
GCA_034908725.1	SAMN14436848	Streptococcus pyogenes	3
GCA_034909045.1	SAMN14436977	Streptococcus pyogenes	3
GCA_034910145.1	SAMN14437055	Streptococcus pyogenes	3
GCA_034911805.1	SAMN14436532	Streptococcus pyogenes	3
GCA_034913785.1	SAMN14436582	Streptococcus pyogenes	3
GCA_034917445.1	SAMN14436439	Streptococcus pyogenes	3
GCA_034918265.1	SAMN14437294	Streptococcus pyogenes	3
GCA_034920785.1	SAMN14437176	Streptococcus pyogenes	3
GCA_043854845.1	SAMN30571196	Enterococcus faecium	3
GCA_047998785.1	SAMEA117294858	Escherichia coli	3
GCA_049041605.1	SAMN46017480	Enterococcus faecium	1
GCA_050397485.1	SAMN41151021	Pseudomonas aeruginosa	3
GCA_050910475.1	SAMN46716647	Enterococcus faecium	3
GCA_050920375.1	SAMN42746836	Klebsiella pneumoniae	3
GCA_051223985.1	SAMEA118615743	Acinetobacter baumannii	3
GCA_900030595.1	SAMEA2382596	Streptococcus pneumoniae	3
GCA_913774935.1	SAMEA8943758	uncultured Sphingomonas sp.	1
GCA_001349355.1	SAMEA1031724	Neisseria meningitidis	3
GCA_002834265.1	SAMN03742454	Aeromonas hydrophila	3
GCA_019349365.1	SAMN14582755	Neisseria meningitidis	3
GCA_021328875.1	SAMN21529160	Staphylococcus aureus	3
GCA_022213165.2	SAMN25688706	Pseudomonas aeruginosa	3
GCA_022517725.1	SAMN25988776	Klebsiella pneumoniae	1
GCA_022530545.1	SAMN25989398	Klebsiella pneumoniae	1
GCA_022535555.1	SAMN25989814	Klebsiella pneumoniae	1
GCA_023720615.1	SAMN26028951	Escherichia coli	3
GCA_023723715.1	SAMN26029020	Escherichia coli	3
GCA_032411865.1	SAMEA111551552	Escherichia coli	2
GCA_032411885.1	SAMEA111551551	Escherichia coli	2
GCA_037285705.1	SAMN29407198	Neisseria meningitidis	3
GCA_046634855.1	SAMN45032235	Klebsiella pneumoniae	2
GCA_046639865.1	SAMN45032172	Klebsiella pneumoniae	2
GCA_046640185.1	SAMN45032158	Klebsiella pneumoniae	2
GCA_046272065.1	SAMN41168789	Escherichia coli O157:H7	1
GCA_050273395.1	SAMN41150862	Pseudomonas aeruginosa	3
GCA_051215685.1	SAMEA118615734	Acinetobacter baumannii	3
GCA_052182455.1	SAMN50721760	Salmonella enterica	2
GCA_052519045.1	SAMN43306888	Escherichia coli	3
GCA_053662495.1	SAMN53245381	Escherichia coli	3
GCA_054559635.1	SAMN54138453	Staphylococcus aureus	3
GCA_900027185.1	SAMEA2382561	Streptococcus pneumoniae	3
GCA_901234705.1	SAMEA3354110	Streptococcus pneumoniae	3
GCA_901281615.1	SAMEA2553816	Streptococcus pneumoniae	3
GCA_901312195.1	SAMEA3431355	Streptococcus pneumoniae	3
GCA_901314045.1	SAMEA4388069	Streptococcus pneumoniae	3
GCA_901317675.1	SAMEA4388096	Streptococcus pneumoniae	3
GCA_901297325.1	SAMEA4387903	Streptococcus pneumoniae	3
GCA_901307595.1	SAMEA3390050	Streptococcus pneumoniae	3
GCA_901315475.1	SAMEA4388430	Streptococcus pneumoniae	3
GCA_003860985.1	SAMN10241268	Klebsiella pneumoniae	3
GCA_004464625.1	SAMN10525954	Listeria monocytogenes	3
GCA_004582825.1	SAMN05954765	Listeria monocytogenes	3
GCA_005915905.1	SAMN11785515	Salmonella enterica	2
GCA_006007005.1	SAMN11890288	Salmonella enterica	2
GCA_008801285.1	SAMN12697599	Vibrio kanaloae	2
GCA_012067915.1	SAMN10928520	Klebsiella pneumoniae	3
GCA_017308905.1	SAMN16872597	Listeria monocytogenes	3
GCA_019878685.1	SAMN20185439	Escherichia coli	3
GCA_020557125.1	SAMN16124471	Enterococcus faecium	1
GCA_021327555.1	SAMN21467681	Staphylococcus aureus	3
GCA_022633395.1	SAMN26677900	Listeria monocytogenes	2
GCA_024413215.1	SAMN29489347	Pseudomonas tremae	3
GCA_025567705.1	SAMN28157371	Escherichia coli	2
GCA_028006605.1	SAMN02203225	Staphylococcus aureus MRSA-Lux-30	3
GCA_028007025.1	SAMN02203203	Staphylococcus aureus MRSA-Lux-8	3
GCA_028537485.1	SAMEA7997282	Staphylococcus aureus	3
GCA_029015445.2	SAMN33598323	Escherichia coli	2
GCA_031182385.1	SAMEA112187687	Acinetobacter baumannii	3
GCA_034919565.1	SAMN14436630	Streptococcus pyogenes	3
GCA_036959985.1	SAMN33222166	Salmonella enterica subsp. enterica serovar Typhimurium	3
GCA_037411655.1	SAMN10275809	Neisseria meningitidis	3
GCA_039992055.1	SAMN34128365	Vibrio parahaemolyticus	3
GCA_040522905.1	SAMN42336758	Listeria monocytogenes	2
GCA_043269245.1	SAMN44234668	Salmonella enterica	1
GCA_043270665.1	SAMN44234625	Salmonella enterica	1
GCA_043273085.1	SAMN44234560	Salmonella enterica	1
GCA_043275705.1	SAMN44236884	Salmonella enterica	1
GCA_043281345.1	SAMN44236723	Salmonella enterica	1
GCA_043856915.1	SAMN44265509	Salmonella enterica	1
GCA_043858195.1	SAMN44265477	Salmonella enterica	1
GCA_043858705.1	SAMN44265453	Salmonella enterica	1
GCA_043860815.1	SAMN44265381	Salmonella enterica	1
GCA_047985265.1	SAMN45227818	Pseudomonas aeruginosa	1
GCA_047987375.1	SAMN45227745	Pseudomonas aeruginosa	1
GCA_047988945.1	SAMN45227694	Pseudomonas aeruginosa	3
GCA_050783485.1	SAMN40018742	Neisseria meningitidis	3
GCA_050870635.1	SAMN46214489	Pseudomonas aeruginosa	3
GCA_051215385.1	SAMEA118615954	Acinetobacter baumannii	3
GCA_052813505.1	SAMN43242231	Escherichia coli	2
GCA_057042745.1	SAMN50509456	Candidatus Faeciplasma sp.	1
GCA_901243025.1	SAMEA2554075	Streptococcus pneumoniae	3
GCA_901275965.1	SAMEA2554264	Streptococcus pneumoniae	3
GCA_964190535.1	SAMEA115461277	Enterococcus faecium	2
GCA_964190995.1	SAMEA115461465	Enterococcus faecium	2
GCA_964191195.1	SAMEA114863381	Enterococcus lactis	2
GCA_964191255.1	SAMEA115461239	Enterococcus lactis	2
GCA_964193485.1	SAMEA115461497	Enterococcus lactis	2
GCA_964193575.1	SAMEA115461206	Enterococcus lactis	2
GCA_000410035.1	SAMN02469726	Lacticaseibacillus paracasei subsp. paracasei Lpp49	3
GCA_000455165.1	SAMN02471859	Mycolicibacterium iranicum UM_TJL	3
GCA_001333115.1	SAMEA751454	Bordetella pertussis	2
GCA_001193895.1	SAMEA970297	Streptococcus pneumoniae	3
GCA_001203155.1	SAMEA751444	Bordetella pertussis	2
GCA_000722675.1	SAMN02836942	Streptococcus oralis	2
GCA_001090165.1	SAMEA859886	Yersinia frederiksenii	2
GCA_002568195.1	SAMN07598290	Priestia megaterium	3
GCA_001584745.1	SAMN03290700	Mycobacterium tuberculosis	3
GCA_000260515.1	SAMN02604257	Burkholderia pseudomallei 1026b	3
GCA_000496095.1	SAMN02469896	Staphylococcus aureus subsp. aureus PSP1996	3
GCA_001887185.1	SAMN05958274	Bacillus obstructivus	3
GCA_003840755.1	SAMN07423959	Pseudomonas aeruginosa	3
GCA_004795715.1	SAMN11338212	Streptomyces sp. SS52	3
GCA_007197615.1	SAMN12261611	Acholeplasma laidlawii	3
GCA_008586825.1	SAMN12687935	Haemophilus influenzae biotype aegyptius	3
GCA_018108965.1	SAMN11579516	Klebsiella quasipneumoniae	3
GCA_026161435.1	SAMN30260522	Streptococcus mitis	2
GCA_019795695.1	SAMN20858493	Burkholderia cepacia	3
GCA_021198085.1	SAMN24102754	Escherichia coli	2
GCA_020411505.1	SAMN22164393	Listeria monocytogenes	2
GCA_022528945.1	SAMN25989186	Citrobacter freundii	1
GCA_023830845.1	SAMN13192468	Escherichia coli O157:H7	2
GCA_023906165.1	SAMN11339235	Pseudomonas aeruginosa	3
GCA_023723815.1	SAMN26029005	Escherichia coli	3
GCA_024330225.1	SAMN29515828	Candidatus Nanosynbacter gullae	2
GCA_022528045.1	SAMN25988525	Klebsiella pneumoniae	3
GCA_022531905.1	SAMN25989310	Klebsiella pneumoniae	3
GCA_026775645.1	SAMN31988488	Escherichia coli	3
GCA_025192945.1	SAMN15461214	Elizabethkingia anophelis	3
GCA_025629365.1	SAMN30816141	Riemerella anatipestifer	2
GCA_031716915.1	SAMN36398602	Pasteurella multocida	2
GCA_028534875.1	SAMEA7997451	Staphylococcus aureus	3
GCA_028535245.1	SAMEA7997435	Staphylococcus aureus	3
GCA_028536625.1	SAMEA7997320	Staphylococcus aureus	3
GCA_028596005.1	SAMN26871936	Proteus mirabilis	2
GCA_033337295.1	SAMN37358263	Klebsiella pneumoniae	3
GCA_057611495.1	SAMN50509711	Phascolarctobacterium faecium	1
GCA_033761415.1	SAMN34493848	Salmonella enterica	2
GCA_030373945.1	SAMN34359372	Limosilactobacillus panis	2
GCA_034420875.1	SAMN13291847	Clostridium perfringens	2
GCA_034952665.1	SAMN37923066	Cutibacterium granulosum	2
GCA_037645985.1	SAMN40422599	Corynebacterium parakroppenstedtii	3
GCA_034952205.1	SAMN37923076	Cutibacterium granulosum	2
GCA_044468665.1	SAMN44011868	Escherichia coli	2
GCA_051898675.1	SAMN45100458	Yersinia enterocolitica	2
GCA_052615445.1	SAMN51165330	Enterobacter cloacae	2
GCA_001134645.1	SAMEA1031695	Neisseria meningitidis	3
GCA_002844355.1	SAMN07174848	Streptococcus pyogenes	3
GCA_003835325.1	SAMN07424125	Pseudomonas aeruginosa	3
GCA_003858115.1	SAMN07424105	Pseudomonas aeruginosa	3
GCA_004706345.1	SAMN09001373	Listeria monocytogenes	3
GCA_005868265.1	SAMN11655269	Salmonella enterica	2
GCA_009748215.1	SAMN10105140	Vibrio cholerae	2
GCA_009770965.1	SAMN13441241	Enterococcus faecium	3
GCA_012313405.1	SAMN07781680	Escherichia coli	2
GCA_015454485.1	SAMEA5367837	Enterococcus faecium	2
GCA_015455205.1	SAMEA5368362	Enterococcus faecium	2
GCA_015458025.1	SAMEA5368346	Enterococcus faecium	2
GCA_015458385.1	SAMEA5368546	Enterococcus faecium	2
GCA_015458805.1	SAMEA5368588	Enterococcus faecium	2
GCA_015460145.1	SAMEA5368295	Enterococcus faecium	2
GCA_015460365.1	SAMEA5367930	Enterococcus faecium	2
GCA_015460425.1	SAMEA5368335	Enterococcus faecium	2
GCA_015463025.1	SAMEA5368113	Enterococcus faecium	2
GCA_015467305.1	SAMEA5367794	Enterococcus faecium	2
GCA_015469845.1	SAMEA5368070	Enterococcus faecium	2
GCA_015674275.1	SAMN16304163	Escherichia coli	2
GCA_020089635.1	SAMN21215176	Escherichia coli	3
GCA_021285145.1	SAMN24183525	Enterobacter hormaechei	2
GCA_021327635.1	SAMN21498612	Staphylococcus aureus	3
GCA_021698025.1	SAMN14523613	Pseudomonas aeruginosa	3
GCA_022527085.1	SAMN25988715	Escherichia coli	1
GCA_022533715.1	SAMN25988754	Klebsiella pneumoniae	1
GCA_023722065.1	SAMN26029137	Escherichia coli	3
GCA_023722475.1	SAMN26029117	Escherichia coli	3
GCA_023722665.1	SAMN26029087	Escherichia coli	3
GCA_023842555.1	SAMN26764462	Salmonella enterica	3
GCA_023843335.1	SAMN26764422	Salmonella enterica	3
GCA_023843395.1	SAMN26764418	Salmonella enterica	3
GCA_023843515.1	SAMN26764414	Salmonella enterica	3
GCA_023840955.1	SAMN26764542	Salmonella enterica	3
GCA_023841785.1	SAMN26764501	Salmonella enterica	3
GCA_023842185.1	SAMN26764481	Salmonella enterica	3
GCA_023905795.1	SAMN11339251	Pseudomonas aeruginosa	3
GCA_023907385.1	SAMN11339171	Pseudomonas aeruginosa	3
GCA_023908745.1	SAMN11339106	Pseudomonas aeruginosa	3
GCA_023912545.1	SAMN11338935	Pseudomonas aeruginosa	3
GCA_023912675.1	SAMN11338928	Pseudomonas aeruginosa	3
GCA_023912775.1	SAMN11338925	Pseudomonas aeruginosa	3
GCA_025888915.1	SAMN30494037	Escherichia coli	2
GCA_026413155.1	SAMN30926477	Escherichia coli	3
GCA_026729255.1	SAMN14112719	Staphylococcus aureus	3
GCA_027273735.1	SAMN32247528	Escherichia coli	2
GCA_027279255.1	SAMN32247291	Escherichia coli	2
GCA_027534905.1	SAMN06640116	Staphylococcus aureus	3
GCA_027543525.1	SAMN06640039	Staphylococcus aureus	3
GCA_027543645.1	SAMN06640063	Staphylococcus aureus	3
GCA_027544105.1	SAMN06640183	Staphylococcus aureus	3
GCA_028468845.1	SAMEA7375671	Staphylococcus aureus	3
GCA_030287665.1	SAMN32360971	Staphylococcus aureus	3
GCA_030287725.1	SAMN32360948	Staphylococcus aureus	3
GCA_031462795.1	SAMN37270503	Staphylococcus argenteus	3
GCA_032671445.1	SAMN37449289	Escherichia coli	3
GCA_034286635.1	SAMN04166487	Streptococcus suis	2
GCA_034651755.1	SAMN37746772	Klebsiella pneumoniae	3
GCA_034893465.1	SAMN14440279	Streptococcus pyogenes	3
GCA_034895145.1	SAMN14440739	Streptococcus pyogenes	3
GCA_034896325.1	SAMN14440304	Streptococcus pyogenes	3
GCA_034897885.1	SAMN14440655	Streptococcus pyogenes	3
GCA_034979505.1	SAMN02982697	Streptococcus pyogenes	2
GCA_036368665.1	SAMN38380668	Streptococcus pneumoniae	3
GCA_037213005.1	SAMN29757121	Neisseria meningitidis	3
GCA_037253385.1	SAMN29407119	Neisseria meningitidis	3
GCA_037408395.1	SAMN10275958	Neisseria meningitidis	3
GCA_037411035.1	SAMN10275842	Neisseria meningitidis	3
GCA_038393255.1	SAMN38080938	Escherichia coli	2
GCA_039834135.1	SAMN30916805	Vibrio vulnificus	2
GCA_040492295.1	SAMN42011111	Escherichia coli	2
GCA_040526025.1	SAMN42336802	Listeria monocytogenes	2
GCA_041723585.1	SAMN43111397	Escherichia coli	3
GCA_042275905.1	SAMN38080781	Escherichia coli	2
GCA_043267845.1	SAMN44234709	Salmonella enterica	1
GCA_043268065.1	SAMN44234705	Salmonella enterica	1
GCA_043281385.1	SAMN44236721	Salmonella enterica	1
GCA_043856415.1	SAMN44265536	Salmonella enterica	1
GCA_043856775.1	SAMN44265517	Salmonella enterica	1
GCA_043860335.1	SAMN44265398	Salmonella enterica	1
GCA_045030515.1	SAMN22781164	Neisseria meningitidis	3
GCA_045028535.1	SAMN22781012	Neisseria meningitidis	3
GCA_045029155.1	SAMN22781129	Neisseria meningitidis	3
GCA_045029895.1	SAMN22781118	Neisseria meningitidis	3
GCA_045029975.1	SAMN22781132	Neisseria meningitidis	3
GCA_045260655.1	SAMN44780542	Escherichia coli	3
GCA_046555455.1	SAMN41678646	Salmonella sp. 1201_ZJHZ21_0201	3
GCA_047967175.1	SAMEA117560408	Klebsiella pneumoniae	3
GCA_047978905.1	SAMN45227926	Pseudomonas aeruginosa	3
GCA_050100695.1	SAMN46534096	Streptococcus pyogenes	3
GCA_050618115.1	SAMN33842719	Escherichia coli	3
GCA_051132035.1	SAMN18220754	Pseudomonas sp. R4-83	3
GCA_051792085.1	SAMN41834167	Neisseria meningitidis	3
GCA_051794985.1	SAMN41834323	Neisseria meningitidis	3
GCA_051795145.1	SAMN41834113	Neisseria meningitidis	3
GCA_052373155.1	SAMN50739031	Klebsiella quasipneumoniae	3
GCA_052498955.1	SAMN43307353	Escherichia coli	3
GCA_053712935.1	SAMN52754874	Escherichia coli	3
GCA_053723855.1	SAMN52754739	Escherichia coli	3
GCA_053723955.1	SAMN52754968	Escherichia coli	3
GCA_053725335.1	SAMN52754941	Escherichia coli	3
GCA_053725395.1	SAMN52754947	Escherichia coli	3
GCA_053725435.1	SAMN52754945	Escherichia coli	3
GCA_053726275.1	SAMN52754734	Escherichia coli	3
GCA_054103505.1	SAMN54223341	Escherichia coli	3
GCA_054104025.1	SAMN54223335	Escherichia coli	3
GCA_054104045.1	SAMN54223332	Escherichia coli	3
GCA_054907975.1	SAMN55058015	Listeria monocytogenes	2
GCA_055670725.1	SAMEA11319824	Salmonella enterica subsp. enterica serovar Typhimurium	2
GCA_056785175.1	SAMN56559166	Escherichia coli	3
GCA_057346775.1	SAMN58971115	Escherichia coli	2
GCA_057347635.1	SAMN58876620	Escherichia coli	2
GCA_057348475.1	SAMN58876615	Escherichia coli	2
GCA_057350765.1	SAMN59157872	Escherichia coli	2
GCA_057359925.1	SAMN59518361	Escherichia coli	2
GCA_057375665.1	SAMN59518297	Escherichia coli	2
GCA_057376895.1	SAMN59518181	Escherichia coli	2
GCA_057377665.1	SAMN59518353	Escherichia coli	2
GCA_057379025.1	SAMN59518328	Escherichia coli	2
GCA_057379565.1	SAMN59518395	Escherichia coli	2
GCA_057380135.1	SAMN58876573	Escherichia coli	2
GCA_057421415.1	SAMN50510486	Segatella copri	1
GCA_900018915.1	SAMEA2238531	Streptococcus pneumoniae	3
GCA_900023465.1	SAMEA2238635	Streptococcus pneumoniae	3
GCA_900027545.1	SAMEA2238583	Streptococcus pneumoniae	3
GCA_900050965.1	SAMEA971457	Streptococcus pneumoniae	3
GCA_901212915.1	SAMEA2204190	Streptococcus pneumoniae	3
GCA_901223935.1	SAMEA2814252	Streptococcus pneumoniae	3
GCA_901247295.1	SAMEA2554100	Streptococcus pneumoniae	3
GCA_901331165.1	SAMEA104154642	Streptococcus pneumoniae	3
GCA_901339045.1	SAMEA2814474	Streptococcus pneumoniae	3
GCA_964189625.1	SAMEA115461475	Enterococcus lactis	2
GCA_964192345.1	SAMEA115461230	Enterococcus faecium	2
GCA_978431635.1	SAMEA118437141	Enterococcus faecium	3
GCA_057039085.1	SAMN50509554	Roseburia intestinalis	1
GCA_057046445.1	SAMN50509360	Candidatus Aphodocola sp.	1
GCA_056469525.1	SAMN56812604	Escherichia coli	2
GCA_056469785.1	SAMN56812463	Escherichia coli O157:H7	2
GCA_900067715.2	SAMEA751476	Bordetella pertussis	2
GCA_901247315.1	SAMEA3171596	Streptococcus pneumoniae	3
GCA_901256565.1	SAMEA3176008	Streptococcus pneumoniae	3
GCA_013315995.1	SAMN14609769	Escherichia coli	2
GCA_947085565.1	SAMEA111451316	uncultured Bacteroidota bacterium	3
GCA_051898275.1	SAMN45100479	Yersinia enterocolitica	2
GCA_051783845.1	SAMN49740156	Dickeya dadantii subsp. dieffenbachiae	3
GCA_052558835.1	SAMN47845904	Haemophilus influenzae	2
GCA_057046845.1	SAMN50509342	Aristaeellaceae bacterium	1
GCA_000750575.1	SAMN03009966	Ralstonia solanacearum	3
GCA_001276345.1	SAMN03753635	Stenotrophomonas maltophilia	3
GCA_001280205.1	SAMN03896004	Clavibacter capsici	3
GCA_001455365.1	SAMN04266592	Aeromonas hydrophila	2
GCA_002075695.1	SAMN06124499	Cronobacter sakazakii	1
GCA_002578975.1	SAMN07598159	Bacillus wiedmannii	3
GCA_003710245.1	SAMN10290473	[Curtobacterium] plantarum	3
GCA_011872165.1	SAMN12684925	Escherichia coli O157:H7	2
GCA_011883825.1	SAMN12628471	Escherichia coli O157:H7	2
GCA_013285055.1	SAMN15010616	Bacillus velezensis	4
GCA_015868185.1	SAMN17035118	Escherichia coli	2
GCA_018174495.1	SAMEA5905442	Escherichia coli	2
GCA_018175215.1	SAMEA5905417	Escherichia coli	2
GCA_018279545.1	SAMN19011058	Escherichia coli	2
GCA_018951535.1	SAMN12323918	Clostridioides difficile	3
GCA_018729305.1	SAMN19461138	Phycicoccus mangrovi	3
GCA_019877525.1	SAMN20185473	Klebsiella pneumoniae	3
